gelogd_utc,key,doel_datum,bracket_label,adj_mean_now,model_prob_now,current_bid,city_bias_used,light,peak_hour,observed_today,restfactor
2026-08-13T22:59:04+00:00,SEL,2026-08-15,30°C,29.68,0.2891,0.625,1.19,red,13,,
2026-08-13T22:59:04+00:00,SEL,2026-08-14,32°C,30.79,0.1987,0.87,1.16,amber,15,26.0,1.0
2026-08-13T22:59:04+00:00,SEL,2026-08-15,31°C,29.68,0.1828,0.865,1.19,amber,13,,
2026-08-13T22:59:04+00:00,WLG,2026-08-14,13°C,14.5,0.132,0.9645,0.57,green,13,13.0,1.0
2026-08-13T22:59:04+00:00,TAO,2026-08-14,29°C,30.9,0.1262,0.92,1.42,green,13,26.0,1.0
2026-08-13T22:59:04+00:00,IST,2026-08-14,27°C,25.5,0.0942,0.95,0.54,green,16,23.0,1.0
2026-08-13T22:59:04+00:00,LON,2026-08-14,22°C,20.33,0.145,0.42,-0.38,green,16,,
2026-08-13T22:59:04+00:00,PUS,2026-08-15,32°C,29.59,0.0652,0.74,-0.15,green,14,,
2026-08-13T22:59:04+00:00,IST,2026-08-15,27°C,25.43,0.1058,0.85,0.38,green,14,,
2026-08-13T22:59:04+00:00,NYC,2026-08-13,84-85°F,88.31,0,0.9995,1.85,settled,,86.0,0.2077
2026-08-13T23:54:54+00:00,SHA,2026-08-14,28°C,28.84,0.2861,0.605,0.95,red,11,27.0,1.0
2026-08-13T23:54:54+00:00,HKG,2026-08-14,30°C,30.79,0.2178,0.295,0.68,red,17,,
2026-08-13T23:54:54+00:00,AMS,2026-08-14,34°C,33.67,0.1821,0.55,1.17,red,15,20.0,1.0
2026-08-13T23:54:54+00:00,SEL,2026-08-15,30°C,29.66,0.2882,0.635,1.13,red,13,,
2026-08-13T23:54:54+00:00,WLG,2026-08-14,13°C,14.47,0.1509,0.7095,0.57,amber,13,13.0,0.9177
2026-08-13T23:54:54+00:00,SEL,2026-08-14,32°C,30.76,0.195,0.885,1.3,amber,15,26.0,1.0
2026-08-13T23:54:54+00:00,SEL,2026-08-15,31°C,29.66,0.1806,0.875,1.13,amber,13,,
2026-08-13T23:54:54+00:00,TAO,2026-08-14,29°C,30.89,0.1271,0.915,1.42,green,13,26.0,1.0
2026-08-13T23:54:54+00:00,IST,2026-08-14,27°C,25.48,0.0822,0.955,0.51,green,16,23.0,1.0
2026-08-13T23:54:54+00:00,LON,2026-08-14,22°C,20.38,0.1492,0.42,-0.33,green,16,,
2026-08-13T23:54:54+00:00,PUS,2026-08-15,32°C,29.76,0.0808,0.745,-0.04,green,14,,
2026-08-13T23:54:54+00:00,IST,2026-08-15,27°C,25.45,0.117,0.825,0.43,green,14,,
2026-08-13T23:54:54+00:00,NYC,2026-08-13,84-85°F,87.77,0,0.9995,1.5,settled,,86.0,0.141
2026-08-14T02:42:01+00:00,HKG,2026-08-14,30°C,30.78,0.2185,0.175,0.69,red,2,,
2026-08-14T02:42:01+00:00,SHA,2026-08-14,28°C,28.91,0.3197,0.365,0.87,red,11,28.0,1.0
2026-08-14T02:42:01+00:00,AMS,2026-08-14,34°C,33.67,0.1821,0.39,1.17,red,15,20.0,1.0
2026-08-14T02:42:01+00:00,SEL,2026-08-15,30°C,29.49,0.277,0.62,1.05,red,13,,
2026-08-14T02:42:01+00:00,SEL,2026-08-14,32°C,30.72,0.179,0.795,1.32,amber,15,30.0,0.9177
2026-08-14T02:42:01+00:00,IST,2026-08-14,27°C,25.49,0.0823,0.945,0.5,green,13,23.0,1.0
2026-08-14T02:42:01+00:00,LON,2026-08-14,22°C,20.41,0.1523,0.365,-0.35,green,16,24.0,1.0
2026-08-14T02:42:01+00:00,SEL,2026-08-15,31°C,29.49,0.1582,0.845,1.05,green,13,,
2026-08-14T02:42:01+00:00,PUS,2026-08-15,32°C,29.94,0.0975,0.745,0.04,green,14,,
2026-08-14T02:42:01+00:00,IST,2026-08-15,27°C,25.45,0.116,0.855,0.43,green,14,,
2026-08-14T02:42:01+00:00,NYC,2026-08-13,84-85°F,87.42,0,0.9995,1.85,settled,,86.0,0.0995
2026-08-14T02:42:01+00:00,WLG,2026-08-14,13°C,14.44,0.1907,0.0145,0.58,settled,,13.0,0.7593
2026-08-14T02:42:01+00:00,TAO,2026-08-14,29°C,30.9,0.2058,0.98,1.42,settled,,29.0,1.0
2026-08-14T04:59:34+00:00,SHA,2026-08-14,28°C,29.2,0.2392,0.095,0.94,red,11,28.0,0.8611
2026-08-14T04:59:34+00:00,AMS,2026-08-14,34°C,33.68,0.1889,0.42,1.16,red,15,20.0,1.0
2026-08-14T04:59:34+00:00,SEL,2026-08-15,30°C,29.53,0.2799,0.635,1.01,red,13,,
2026-08-14T04:59:34+00:00,LON,2026-08-14,22°C,20.41,0.1553,0.08,-0.35,amber,17,23.0,0.9863
2026-08-14T04:59:34+00:00,SEL,2026-08-15,31°C,29.53,0.1633,0.85,1.01,amber,13,,
2026-08-14T04:59:34+00:00,IST,2026-08-14,27°C,25.4,0.0565,0.975,0.45,green,12,23.0,1.0
2026-08-14T04:59:34+00:00,PUS,2026-08-15,32°C,30.05,0.1143,0.69,-0.21,green,14,,
2026-08-14T04:59:34+00:00,IST,2026-08-15,27°C,25.22,0.072,0.855,0.32,green,13,,
2026-08-14T04:59:34+00:00,WLG,2026-08-14,13°C,14.37,0.4675,0.0015,0.6,settled,,13.0,0.3947
2026-08-14T04:59:34+00:00,SEL,2026-08-14,32°C,30.71,0.1597,0.9935,1.38,settled,,30.0,0.8323
2026-08-14T04:59:34+00:00,TAO,2026-08-14,29°C,31.0,0,0.9995,1.14,settled,,31.0,0.8611
2026-08-14T04:59:34+00:00,HKG,2026-08-14,30°C,30.76,0.2244,0.0065,0.67,settled,,,
2026-08-14T06:25:52+00:00,AMS,2026-08-14,34°C,33.68,0.1889,0.405,1.18,red,15,21.0,1.0
2026-08-14T06:25:52+00:00,SEL,2026-08-15,30°C,29.56,0.2818,0.615,1.12,red,15,,
2026-08-14T06:25:52+00:00,LON,2026-08-14,22°C,20.46,0.2881,0.03,-0.36,amber,17,22.0,0.8289
2026-08-14T06:25:52+00:00,SEL,2026-08-15,31°C,29.56,0.1667,0.86,1.12,amber,15,,
2026-08-14T06:25:52+00:00,IST,2026-08-14,27°C,25.41,0.0682,0.935,0.48,green,16,24.0,1.0
2026-08-14T06:25:52+00:00,PUS,2026-08-15,32°C,29.96,0.1066,0.69,-0.26,green,12,,
2026-08-14T06:25:52+00:00,IST,2026-08-15,27°C,25.23,0.0729,0.845,0.33,green,13,,
2026-08-14T06:25:52+00:00,WLG,2026-08-14,13°C,14.37,0.9016,0.0005,0.6,settled,,13.0,0.1939
2026-08-14T06:25:52+00:00,SEL,2026-08-14,32°C,30.75,0.0952,0.997,1.2,settled,,30.0,0.5449
2026-08-14T06:25:52+00:00,SHA,2026-08-14,28°C,29.25,0.2506,0.02,0.94,settled,,28.0,0.7593
2026-08-14T06:25:52+00:00,TAO,2026-08-14,29°C,30.99,0,0.9995,1.15,settled,,32.0,0.7593
2026-08-14T06:25:52+00:00,HKG,2026-08-14,30°C,30.73,0.2705,0.0055,0.71,settled,,,
2026-08-14T08:34:47+00:00,SHA,2026-08-14,28°C,29.25,0.5039,0.085,0.97,red,11,28.0,0.3947
2026-08-14T08:34:47+00:00,AMS,2026-08-14,34°C,33.62,0.1754,0.42,1.21,red,15,27.0,1.0
2026-08-14T08:34:47+00:00,SEL,2026-08-15,30°C,29.57,0.2825,0.645,1.12,red,13,,
2026-08-14T08:34:47+00:00,IST,2026-08-14,27°C,25.41,0.0719,0.375,0.44,amber,16,26.0,0.9353
2026-08-14T08:34:47+00:00,SEL,2026-08-15,31°C,29.57,0.1682,0.915,1.12,amber,13,,
2026-08-14T08:34:47+00:00,PUS,2026-08-15,32°C,29.9,0.1007,0.72,-0.3,green,12,,
2026-08-14T08:34:47+00:00,IST,2026-08-15,27°C,25.28,0.0878,0.815,0.32,green,13,,
2026-08-14T08:34:47+00:00,WLG,2026-08-14,13°C,14.56,1.0,0.0005,0.65,settled,,13.0,0.0995
2026-08-14T08:34:47+00:00,HKG,2026-08-14,30°C,30.77,0.2654,0.0125,0.8,settled,,,
2026-08-14T08:34:47+00:00,TAO,2026-08-14,29°C,31.25,0,0.9995,1.26,settled,,33.0,0.3947
2026-08-14T08:34:47+00:00,LON,2026-08-14,22°C,20.61,0.3471,0.005,-0.5,settled,,22.0,0.6834
2026-08-14T10:06:05+00:00,IST,2026-08-14,27°C,25.25,0.9992,0.06,0.33,red,16,27.0,0.8374
2026-08-14T10:06:05+00:00,IST,2026-08-14,28°C,25.25,0.0008,0.0455,0.33,red,16,27.0,0.8374
2026-08-14T10:06:05+00:00,SEL,2026-08-15,30°C,29.57,0.2825,0.675,1.12,red,13,,
2026-08-14T10:06:05+00:00,SEL,2026-08-15,31°C,29.57,0.1682,0.935,1.12,amber,13,,
2026-08-14T10:06:05+00:00,PUS,2026-08-15,32°C,29.9,0.1007,0.7,-0.3,green,12,,
2026-08-14T10:06:05+00:00,IST,2026-08-15,27°C,25.29,0.0895,0.835,0.32,green,13,,
2026-08-14T10:06:05+00:00,WLG,2026-08-14,13°C,14.56,1.0,0.0005,0.65,settled,,13.0,0.0995
2026-08-14T10:06:05+00:00,HKG,2026-08-14,30°C,30.77,0.2654,0.0065,0.8,settled,,,
2026-08-14T10:06:05+00:00,SHA,2026-08-14,28°C,29.25,0.6591,0.02,0.97,settled,,28.0,0.2833
2026-08-14T10:06:05+00:00,IST,2026-08-14,29°C,25.25,0.0,0.008,0.33,settled,,27.0,0.8374
2026-08-14T10:06:05+00:00,LON,2026-08-14,22°C,20.61,0.349,0.0005,-0.5,settled,,22.0,0.675
2026-08-14T10:14:31+00:00,IST,2026-08-14,27°C,25.25,0.9992,0.045,0.33,red,16,27.0,0.8374
2026-08-14T10:14:31+00:00,IST,2026-08-14,28°C,25.25,0.0008,0.0375,0.33,red,16,27.0,0.8374
2026-08-14T10:14:31+00:00,SEL,2026-08-15,30°C,29.57,0.2825,0.72,1.12,red,13,,
2026-08-14T10:14:31+00:00,SEL,2026-08-15,31°C,29.57,0.1682,0.915,1.12,amber,13,,
2026-08-14T10:14:31+00:00,PUS,2026-08-15,32°C,29.9,0.1007,0.7,-0.3,green,12,,
2026-08-14T10:14:31+00:00,IST,2026-08-15,27°C,25.29,0.0895,0.815,0.32,green,13,,
2026-08-14T10:14:31+00:00,WLG,2026-08-14,13°C,14.56,1.0,0.0005,0.65,settled,,13.0,0.0995
2026-08-14T10:14:31+00:00,HKG,2026-08-14,30°C,30.77,0.2654,0.0065,0.8,settled,,,
2026-08-14T10:14:31+00:00,SHA,2026-08-14,28°C,29.25,0.9355,0.006,0.97,settled,,28.0,0.1939
2026-08-14T10:14:31+00:00,IST,2026-08-14,29°C,25.25,0.0,0.008,0.33,settled,,27.0,0.8374
2026-08-14T10:14:31+00:00,LON,2026-08-14,22°C,20.61,0.349,0.0005,-0.5,settled,,22.0,0.675
2026-08-14T11:55:14+00:00,SEL,2026-08-15,30°C,29.57,0.2825,0.715,1.39,red,13,,
2026-08-14T11:55:14+00:00,SEL,2026-08-15,31°C,29.57,0.1682,0.935,1.39,amber,13,,
2026-08-14T11:55:14+00:00,PUS,2026-08-15,32°C,29.82,0.0844,0.675,-0.13,green,12,,
2026-08-14T11:55:14+00:00,IST,2026-08-15,27°C,25.32,0.0944,0.815,0.34,green,13,,
2026-08-14T11:55:14+00:00,WLG,2026-08-14,13°C,14.63,1.0,0.0005,0.62,settled,,13.0,0.0995
2026-08-14T11:55:14+00:00,HKG,2026-08-14,30°C,30.66,0.2909,0.0035,0.87,settled,,,
2026-08-14T11:55:14+00:00,SHA,2026-08-14,28°C,29.19,0.9986,0.0015,0.95,settled,,28.0,0.1315
2026-08-14T11:55:14+00:00,IST,2026-08-14,27°C,25.26,0.9997,0.015,0.29,settled,,27.0,0.7725
2026-08-14T11:55:14+00:00,IST,2026-08-14,28°C,25.26,0.0003,0.016,0.29,settled,,27.0,0.7725
2026-08-14T11:55:14+00:00,IST,2026-08-14,29°C,25.26,0.0,0.0075,0.29,settled,,27.0,0.7725
2026-08-14T11:55:14+00:00,LON,2026-08-14,22°C,20.52,0.3168,0.0005,-0.48,settled,,22.0,0.675
2026-08-14T13:35:38+00:00,SEL,2026-08-15,30°C,29.57,0.2825,0.735,1.39,red,17,,
2026-08-14T13:35:38+00:00,SEL,2026-08-15,31°C,29.57,0.1682,0.93,1.39,amber,17,,
2026-08-14T13:35:38+00:00,PUS,2026-08-15,32°C,29.82,0.0844,0.685,-0.13,green,14,,
2026-08-14T13:35:38+00:00,IST,2026-08-15,27°C,25.32,0.0944,0.795,0.34,green,14,,
2026-08-14T13:35:38+00:00,HKG,2026-08-14,30°C,30.66,0.2909,0.0015,0.87,settled,,,
2026-08-14T13:35:38+00:00,SHA,2026-08-14,28°C,29.19,1.0,0.0005,0.95,settled,,28.0,0.0995
2026-08-14T13:35:38+00:00,IST,2026-08-14,27°C,25.26,0.9987,0.01,0.29,settled,,27.0,0.4216
2026-08-14T13:35:38+00:00,IST,2026-08-14,28°C,25.26,0.0013,0.0055,0.29,settled,,27.0,0.4216
2026-08-14T13:35:38+00:00,IST,2026-08-14,29°C,25.26,0.0,0.005,0.29,settled,,27.0,0.4216
2026-08-14T13:35:38+00:00,LON,2026-08-14,22°C,20.52,0.3168,0.0005,-0.48,settled,,22.0,0.675
2026-08-14T15:04:15+00:00,SEL,2026-08-15,30°C,29.59,0.2844,0.705,1.59,red,17,,
2026-08-14T15:04:15+00:00,SEL,2026-08-15,31°C,29.59,0.1713,0.92,1.59,amber,17,,
2026-08-14T15:04:15+00:00,PUS,2026-08-15,32°C,30.17,0.1318,0.685,-0.03,green,14,,
2026-08-14T15:04:15+00:00,IST,2026-08-15,27°C,25.33,0.0959,0.795,0.36,green,14,,
2026-08-14T15:04:15+00:00,HKG,2026-08-14,30°C,30.63,0.2886,0.003,0.88,settled,,,
2026-08-14T15:04:15+00:00,SHA,2026-08-14,28°C,29.09,1.0,0.002,1.02,settled,,28.0,0.0995
2026-08-14T15:04:15+00:00,IST,2026-08-14,27°C,25.42,1.0,0.005,0.25,settled,,27.0,0.2095
2026-08-14T15:04:15+00:00,IST,2026-08-14,28°C,25.42,0.0,0.006,0.25,settled,,27.0,0.2095
2026-08-14T15:04:15+00:00,IST,2026-08-14,29°C,25.42,0,0.0005,0.25,settled,,27.0,0.2095
2026-08-14T15:04:15+00:00,LON,2026-08-14,22°C,20.54,0.3214,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T16:02:12+00:00,SEL,2026-08-15,30°C,28.95,0.2216,0.71,1.29,amber,17,26.0,1.0
2026-08-14T16:02:12+00:00,PUS,2026-08-15,32°C,30.17,0.1317,0.685,-0.03,green,14,26.0,1.0
2026-08-14T16:02:12+00:00,SEL,2026-08-15,31°C,28.95,0.0881,0.93,1.29,green,17,26.0,1.0
2026-08-14T16:02:12+00:00,IST,2026-08-15,27°C,25.37,0.102,0.795,0.38,green,13,,
2026-08-14T16:02:12+00:00,IST,2026-08-14,27°C,25.38,1.0,0.003,0.22,settled,,27.0,0.1423
2026-08-14T16:02:12+00:00,IST,2026-08-14,28°C,25.38,0.0,0.003,0.22,settled,,27.0,0.1423
2026-08-14T16:02:12+00:00,IST,2026-08-14,29°C,25.38,0,0.0005,0.22,settled,,27.0,0.1423
2026-08-14T16:02:12+00:00,LON,2026-08-14,22°C,20.54,0.3214,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T17:06:39+00:00,SEL,2026-08-15,30°C,28.95,0.2216,0.625,1.29,amber,16,26.0,1.0
2026-08-14T17:06:39+00:00,PUS,2026-08-15,32°C,30.17,0.1317,0.685,-0.03,green,14,26.0,1.0
2026-08-14T17:06:39+00:00,SEL,2026-08-15,31°C,28.95,0.0881,0.925,1.29,green,16,26.0,1.0
2026-08-14T17:06:39+00:00,IST,2026-08-15,27°C,25.37,0.102,0.795,0.38,green,13,,
2026-08-14T17:06:39+00:00,IST,2026-08-14,27°C,25.38,1.0,0.0005,0.22,settled,,27.0,0.105
2026-08-14T17:06:39+00:00,IST,2026-08-14,28°C,25.38,0.0,0.0005,0.22,settled,,27.0,0.105
2026-08-14T17:06:39+00:00,IST,2026-08-14,29°C,25.38,0,0.0005,0.22,settled,,27.0,0.105
2026-08-14T17:06:39+00:00,LON,2026-08-14,22°C,20.54,0.3214,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T18:01:20+00:00,SEL,2026-08-15,30°C,28.96,0.2224,0.685,1.25,amber,16,26.0,1.0
2026-08-14T18:01:20+00:00,PUS,2026-08-15,32°C,30.29,0.1417,0.745,0.02,green,13,26.0,1.0
2026-08-14T18:01:20+00:00,SEL,2026-08-15,31°C,28.96,0.0887,0.93,1.25,green,16,26.0,1.0
2026-08-14T18:01:20+00:00,IST,2026-08-15,27°C,25.37,0.1027,0.805,0.39,green,13,,
2026-08-14T18:01:20+00:00,IST,2026-08-14,27°C,25.27,1.0,0.0005,-0.03,settled,,27.0,0.105
2026-08-14T18:01:20+00:00,IST,2026-08-14,28°C,25.27,0.0,0.0005,-0.03,settled,,27.0,0.105
2026-08-14T18:01:20+00:00,IST,2026-08-14,29°C,25.27,0,0.0005,-0.03,settled,,27.0,0.105
2026-08-14T18:01:20+00:00,LON,2026-08-14,22°C,20.54,0.3214,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T19:09:20+00:00,SEL,2026-08-15,30°C,28.87,0.2099,0.705,1.21,amber,16,26.0,1.0
2026-08-14T19:09:20+00:00,PUS,2026-08-15,32°C,30.27,0.14,0.755,0.01,green,13,26.0,1.0
2026-08-14T19:09:20+00:00,SEL,2026-08-15,31°C,28.87,0.0794,0.935,1.21,green,16,26.0,1.0
2026-08-14T19:09:20+00:00,IST,2026-08-15,27°C,25.38,0.0975,0.84,0.37,green,14,,
2026-08-14T19:09:20+00:00,IST,2026-08-14,27°C,25.28,1.0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T19:09:20+00:00,IST,2026-08-14,28°C,25.28,0.0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T19:09:20+00:00,IST,2026-08-14,29°C,25.28,0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T19:09:20+00:00,LON,2026-08-14,22°C,20.54,0.3214,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T19:53:34+00:00,SEL,2026-08-15,30°C,28.87,0.2099,0.725,1.21,amber,16,26.0,1.0
2026-08-14T19:53:34+00:00,PUS,2026-08-15,32°C,30.27,0.14,0.765,0.01,green,13,26.0,1.0
2026-08-14T19:53:34+00:00,SEL,2026-08-15,31°C,28.87,0.0794,0.935,1.21,green,16,26.0,1.0
2026-08-14T19:53:34+00:00,IST,2026-08-15,27°C,25.38,0.0975,0.835,0.37,green,14,,
2026-08-14T19:53:34+00:00,IST,2026-08-14,27°C,25.28,1.0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T19:53:34+00:00,IST,2026-08-14,28°C,25.28,0.0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T19:53:34+00:00,IST,2026-08-14,29°C,25.28,0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T19:53:34+00:00,LON,2026-08-14,22°C,20.54,0.3214,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T20:40:52+00:00,SEL,2026-08-15,30°C,28.87,0.2099,0.735,1.21,amber,15,26.0,1.0
2026-08-14T20:40:52+00:00,PUS,2026-08-15,32°C,30.27,0.14,0.79,0.01,green,13,26.0,1.0
2026-08-14T20:40:52+00:00,SEL,2026-08-15,31°C,28.87,0.0794,0.94,1.21,green,15,26.0,1.0
2026-08-14T20:40:52+00:00,IST,2026-08-15,27°C,25.38,0.0975,0.835,0.37,green,14,,
2026-08-14T20:40:52+00:00,IST,2026-08-14,27°C,25.28,1.0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T20:40:52+00:00,IST,2026-08-14,28°C,25.28,0.0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T20:40:52+00:00,IST,2026-08-14,29°C,25.28,0,0.0005,-0.03,settled,,27.0,0.0995
2026-08-14T20:40:52+00:00,LON,2026-08-14,22°C,20.54,0.3214,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T21:36:09+00:00,SEL,2026-08-15,30°C,28.83,0.2047,0.735,1.23,amber,15,26.0,1.0
2026-08-14T21:36:09+00:00,IST,2026-08-15,27°C,25.75,0.1772,0.825,0.68,amber,14,,
2026-08-14T21:36:09+00:00,PUS,2026-08-15,32°C,30.19,0.1332,0.78,0.05,green,13,26.0,1.0
2026-08-14T21:36:09+00:00,SEL,2026-08-15,31°C,28.83,0.0757,0.94,1.23,green,15,26.0,1.0
2026-08-14T21:36:09+00:00,LON,2026-08-14,22°C,20.53,0.321,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T22:36:14+00:00,SEL,2026-08-15,30°C,28.83,0.2047,0.91,1.23,amber,15,26.0,1.0
2026-08-14T22:36:14+00:00,IST,2026-08-15,27°C,25.75,0.1772,0.825,0.68,amber,14,22.0,1.0
2026-08-14T22:36:14+00:00,PUS,2026-08-15,32°C,30.19,0.1332,0.755,0.05,green,13,26.0,1.0
2026-08-14T22:36:14+00:00,SEL,2026-08-15,31°C,28.83,0.0757,0.955,1.23,green,15,26.0,1.0
2026-08-14T22:36:14+00:00,LON,2026-08-14,22°C,20.53,0.321,0.0005,-0.49,settled,,22.0,0.675
2026-08-14T23:32:44+00:00,SEL,2026-08-15,30°C,28.92,0.218,0.935,1.2,amber,15,26.0,1.0
2026-08-14T23:32:44+00:00,IST,2026-08-15,27°C,25.83,0.201,0.82,0.7,amber,14,23.0,1.0
2026-08-14T23:32:44+00:00,PUS,2026-08-15,32°C,30.28,0.1405,0.795,0.04,green,13,26.0,1.0
2026-08-14T23:32:44+00:00,SEL,2026-08-15,31°C,28.92,0.0853,0.975,1.2,green,15,26.0,1.0
2026-08-15T01:46:48+00:00,SEL,2026-08-15,30°C,28.82,0.2027,0.9,1.39,amber,0,27.0,1.0
2026-08-15T01:46:48+00:00,IST,2026-08-15,27°C,25.85,0.2036,0.815,0.74,amber,14,23.0,1.0
2026-08-15T01:46:48+00:00,SEL,2026-08-15,31°C,28.82,0.0782,0.965,1.39,green,0,27.0,1.0
2026-08-15T01:46:48+00:00,PUS,2026-08-15,32°C,30.33,0.1451,0.8,0.04,green,13,29.0,1.0
2026-08-15T03:01:14+00:00,SEL,2026-08-15,30°C,28.69,0.1598,0.89,1.44,amber,0,27.0,0.9177
2026-08-15T03:01:14+00:00,PUS,2026-08-15,32°C,30.44,0.16,0.485,0.02,amber,13,31.0,0.9177
2026-08-15T03:01:14+00:00,IST,2026-08-15,27°C,25.82,0.1962,0.82,0.73,amber,14,23.0,1.0
2026-08-15T03:01:14+00:00,SEL,2026-08-15,31°C,28.69,0.0407,0.985,1.44,settled,,27.0,0.9177
2026-08-15T03:50:27+00:00,SEL,2026-08-15,30°C,28.5,0.1344,0.95,1.35,amber,0,28.0,0.8611
2026-08-15T03:50:27+00:00,PUS,2026-08-15,32°C,30.44,0.163,0.495,0.04,amber,13,31.0,0.8611
2026-08-15T03:50:27+00:00,IST,2026-08-15,27°C,25.71,0.1668,0.82,0.65,amber,14,23.0,1.0
2026-08-15T03:50:27+00:00,SEL,2026-08-15,31°C,28.5,0.0262,0.991,1.35,settled,,28.0,0.8611
2026-08-15T04:43:04+00:00,PUS,2026-08-15,32°C,30.44,0.9,0.31,0.04,red,13,32.0,0.8323
2026-08-15T04:43:04+00:00,SEL,2026-08-15,30°C,28.5,0.1277,0.965,1.35,amber,0,28.0,0.8323
2026-08-15T04:43:04+00:00,IST,2026-08-15,27°C,25.71,0.1668,0.815,0.65,amber,14,23.0,1.0
2026-08-15T04:43:04+00:00,SEL,2026-08-15,31°C,28.5,0.0221,0.995,1.35,settled,,28.0,0.8323
